user,total_staked,staked_count,total_withdrawn,withdrawn_count,total_mor_claimed,claim_count,mor_balance
0x07D21D13aB8A3D18C5EB523b1Ef9bD494787b422,0.10003051990316325,1,0.10003051990316325,1.0,0.1653133820694322,1.0,0.007527170996787604
0x07D835C2bf1e046Fd3Eb795F2b375A0960D96009,1.0,1,1.0,1.0,5.236566907701606,1.0,5.236566907701606
0x07Db29B3ee6e7c1874078A4FAd95E8565c9E9E85,21.307199999999998,2,21.3072,1.0,10.356931226735924,3.0,0.0
0x07E4DdF42b371017314CC8bCeed77001eb26dbad,11.0,2,0.0,0.0,0.0,0.0,0.0
0x07E7C5f7DC67472cF18a72b652AE741AEE936655,0.11,1,0.11,1.0,0.0,0.0,0.0
0x07E8AAddCaa09f6F2806F92ebB735FAb04A67D1C,1.9953,1,1.9953,1.0,3.2675483467162754,1.0,0.0
0x07cCa7340Fc8b6BcE4af6BCA4eae0fA303bf8ab1,3.26e-14,3,0.0,0.0,182.07323821526626,1.0,0.0
0x07d0b2F74442510190c47c40786f3Cca2c14bD77,0.30641,1,0.30641,1.0,0.0,0.0,0.0
0x07d4b4D9a2cC58085651dc66DCA774b2f38B979e,1.6e-13,2,0.0,0.0,0.0,0.0,0.0
0x07d7685bECB1a72a1Cf614b4067419334C9f1b4d,101.62749107151933,1,101.62749107151933,1.0,236.24259787134145,1.0,236.24259787134145
0x07e319ccc91028981a9d2fC1F682251Dfd20dA8b,1.7e-13,3,7e-14,1.0,695.3357042477753,1.0,1e-18
0x08103E240B6bE73e29319d9B9DBe9268e32a0b02,10.0,1,10.0,1.0,16.744236366542438,1.0,0.0
0x082B6dBcB6ce927d33e5803E4a49A44C6af767f4,0.21840784075922598,2,0.21840784075922598,1.0,0.6542199206744626,1.0,6.650760541923026
0x0840611180d97fd4A852e63116Ef15372782Fe75,33.5334635277865,3,33.5334635277865,1.0,50.02535318508343,1.0,0.0
0x0841FBC79C4Be2b42d53d6B41899Ed46B0Daf1bc,0.06156200892257962,2,0.06156200892257962,1.0,0.07887436625965571,1.0,0.0
0x0844e23b2fAa1983D40Cb0278cbCc1f0c10f4393,0.48,1,0.0,0.0,0.0,0.0,0.0
0x08513e3ED283947e816D620f830431b931776eD6,147.03467589404852,6,147.03467589404852,4.0,456.3243045828086,1.0,456.3243045828086
0x0851aF9C23a8A8E2B0B2E80e51ECc7caC741965C,115.0,1,115.0,1.0,202.56126161488586,1.0,202.56126161488586
0x0871deb34BFd2052b1c10dC4f6c0912A2A47e927,31.792181509264932,1,31.792181509264932,1.0,14.511524143066193,1.0,0.0
0x087A7AFB6975A2837453BE685EB6272576c0bC06,0.10000280752384431,1,0.0,0.0,0.0,0.0,0.0
0x08878e5a7f5790595A05d55ac799d7D69d44FA6F,0.016267391327267716,1,0.0,0.0,0.0,0.0,0.0
0x088dd1c46aCA84b53699DeddF91462565AF474Ac,1.9270830225111386,1,1.9270830225111386,1.0,5.754398980319051,1.0,0.0
0x0894922e8c8ae313Cd4dE2873B4F6d43d1Ad89ca,0.04845365853048222,1,0.04845365853048222,1.0,0.026967287406475617,1.0,0.026967287406475617
0x0897ecca68954a22Fc86948e748e29eaf5626Fc8,4.29,1,4.29,1.0,0.0,0.0,0.0
0x08A56C7F13bD87D8A90d5EB7c56B1242023D98a9,2.0,1,0.0,0.0,8.645242808627554,1.0,0.0
0x08B281b3D03C4DCFF6eDA8F3BD4E334fC0F1ECDf,4.455,1,4.455,1.0,0.0,0.0,0.0
0x08C27B9cF158671717aEd70D581B800E9917Fc8E,0.09911626424519901,1,0.09911626424519901,1.0,0.0,0.0,0.0
0x08D999AADd896eC6f36D44e7072BcB1CC1B34186,2.0,1,2.0,2.0,6.068987153703251,2.0,6.068987153703252
